4.52,0.0595,0.02,0.06,0.4014,0.5,0.4,-20.57,74.43,29.75,-195.91
4.54,0.0581,0.02,0.05,0.4048,0.5,0.4,-20.36,73.13,32.52,-198.88
4.56,0.0567,0.02,0.05,0.4082,0.5,0.41,-20.13,71.82,35.18,-201.91
4.57,0.0554,0.02,0.05,0.4116,0.5,0.41,-19.88,70.49,37.72,-205.01
4.59,0.0540,0.02,0.05,0.4150,0.5,0.41,-19.62,69.14,40.17,-208.19
4.61,0.0527,0.02,0.05,0.4184,0.5,0.42,-19.35,67.77,42.52,-211.5
4.62,0.0513,0.02,0.05,0.4218,0.5,0.42,-19.06,66.37,44.81,-214.96
4.64,0.0499,0.02,0.05,0.4252,0.5,0.42,-18.75,64.95,47.04,-218.59
4.66,0.0486,0.02,0.05,0.4286,0.5,0.43,-18.43,63.51,49.23,-222.44
4.68,0.0472,0.02,0.05,0.4320,0.5,0.43,-18.1,62.04,51.42,-226.54
4.69,0.0459,0.02,0.04,0.4354,0.5,0.43,-17.75,60.54,53.63,-230.92
4.71,0.0445,0.02,0.04,0.4388,0.5,0.44,-17.39,59.01,55.9,-235.63
4.73,0.0431,0.02,0.04,0.4422,0.5,0.44,-17.01,57.44,58.25,-240.72
4.74,0.0418,0.02,0.04,0.4456,0.5,0.44,-16.61,55.84,60.72,-246.24
4.76,0.0404,0.02,0.04,0.4490,0.5,0.45,-16.2,54.21,63.34,-252.23
4.78,0.0390,0.02,0.04,0.4524,0.5,0.45,-15.77,52.53,66.17,-258.77
4.79,0.0377,0.02,0.04,0.4558,0.5,0.45,-15.32,50.8,69.23,-265.93
4.81,0.0363,0.02,0.04,0.4592,0.5,0.46,-14.85,49.02,72.59,-273.79
4.83,0.0350,0.02,0.03,0.4626,0.5,0.46,-14.36,47.19,76.28,-282.46
4.85,0.0336,0.02,0.03,0.4660,0.5,0.46,-13.83,45.29,80.38,-292.04
4.86,0.0322,0.02,0.03,0.4694,0.5,0.47,-13.28,43.33,84.94,-302.69
4.88,0.0309,0.02,0.03,0.4728,0.5,0.47,-12.7,41.28,90.05,-314.6
4.9,0.0295,0.02,0.03,0.4762,0.5,0.47,-12.08,39.15,95.8,-327.98
4.91,0.0282,0.02,0.03,0.4796,0.5,0.47,-11.41,36.92,102.32,-343.14
4.93,0.0268,0.02,0.03,0.4830,0.5,0.48,-10.7,34.58,109.77,-360.48
4.95,0.0254,0.02,0.02,0.4864,0.5,0.48,-9.93,32.11,118.37,-380.52
4.96,0.0241,0.02,0.02,0.4898,0.5,0.48,-9.1,29.49,128.41,-404.01
4.98,0.0227,0.02,0.02,0.4932,0.5,0.49,-8.19,26.68,140.32,-432.03
5,0.0214,0.02,0.02,0.4966,0.5,0.49,-7.18,23.66,154.75,-466.22
5.02,0.0200,0.22,0.02,0.5000,-0.01,0.49,-6.06,20.35,172.77,-509.2
5.03,0.0214,0.22,0.02,0.4966,-0.01,0.49,-5.09,17.48,149.23,-441.5
5.05,0.0227,0.22,0.02,0.4932,-0.01,0.5,-4.27,15.07,126.26,-371.4
5.07,0.0241,0.22,0.01,0.4899,-0.01,0.5,-3.68,13.33,90.82,-268.08
5.08,0.0254,0.22,0.01,0.4865,-0.01,0.5,-3.41,12.49,41.84,-129.39
